"precision.svm" "precision.svm1" "precision.knn" "precision.knn1"
"1" 0.942857142857143 0.771428571428571 0.928571428571429 0.714285714285714
"2" 0.871428571428571 0.792857142857143 0.842857142857143 0.728571428571429
"3" 0.964285714285714 0.964285714285714 0.814285714285714 0.728571428571429
"4" 0.907142857142857 0.8 0.8 0.714285714285714
"5" 0.921428571428571 0.792857142857143 0.9 0.728571428571429
"6" 0.857142857142857 0.8 0.75 0.7
"7" 0.921428571428571 0.807142857142857 0.878571428571429 0.764285714285714
"8" 0.842857142857143 0.807142857142857 0.828571428571429 0.764285714285714
"9" 0.857142857142857 0.828571428571429 0.814285714285714 0.778571428571429
"10" 0.885714285714286 0.771428571428571 0.792857142857143 0.635714285714286
"11" 0.921428571428571 0.792857142857143 0.835714285714286 0.685714285714286
"12" 0.892857142857143 0.807142857142857 0.85 0.742857142857143
"13" 0.9 0.778571428571429 0.714285714285714 0.642857142857143
"14" 0.835714285714286 0.814285714285714 0.8 0.721428571428571
"15" 0.85 0.785714285714286 0.85 0.735714285714286
"16" 0.892857142857143 0.785714285714286 0.878571428571429 0.685714285714286
"17" 0.878571428571429 0.8 0.864285714285714 0.707142857142857
"18" 0.921428571428571 0.8 0.842857142857143 0.742857142857143
"19" 0.871428571428571 0.792857142857143 0.828571428571429 0.728571428571429
"20" 0.821428571428571 0.807142857142857 0.785714285714286 0.757142857142857
