"precision.svm" "precision.svm1" "precision.knn" "precision.knn1"
"1" 0.921428571428571 0.775 0.864285714285714 0.717857142857143
"2" 0.942857142857143 0.789285714285714 0.871428571428571 0.721428571428571
"3" 0.95 0.792857142857143 0.803571428571429 0.710714285714286
"4" 0.960714285714286 0.792857142857143 0.85 0.728571428571429
"5" 0.95 0.8 0.821428571428571 0.753571428571429
"6" 0.960714285714286 0.825 0.8 0.757142857142857
"7" 0.939285714285714 0.785714285714286 0.860714285714286 0.767857142857143
"8" 0.964285714285714 0.810714285714286 0.771428571428571 0.742857142857143
"9" 0.939285714285714 0.810714285714286 0.846428571428571 0.707142857142857
"10" 0.914285714285714 0.796428571428571 0.803571428571429 0.753571428571429
"11" 0.95 0.785714285714286 0.832142857142857 0.753571428571429
"12" 0.957142857142857 0.8 0.867857142857143 0.746428571428571
"13" 0.971428571428571 0.807142857142857 0.782142857142857 0.735714285714286
"14" 0.95 0.792857142857143 0.825 0.710714285714286
"15" 0.917857142857143 0.835714285714286 0.8 0.75
"16" 0.907142857142857 0.821428571428571 0.807142857142857 0.775
"17" 0.942857142857143 0.785714285714286 0.857142857142857 0.732142857142857
"18" 0.903571428571429 0.803571428571429 0.767857142857143 0.746428571428571
"19" 0.95 0.778571428571429 0.892857142857143 0.714285714285714
"20" 0.932142857142857 0.803571428571429 0.871428571428571 0.767857142857143
