"precision.svm" "precision.svm1" "precision.knn" "precision.knn1"
"1" 0.969642857142857 0.801785714285714 0.830357142857143 0.739285714285714
"2" 0.914285714285714 0.8 0.8125 0.757142857142857
"3" 0.9625 0.8 0.766071428571429 0.744642857142857
"4" 0.932142857142857 0.803571428571429 0.826785714285714 0.7125
"5" 0.882142857142857 0.801785714285714 0.792857142857143 0.753571428571429
"6" 0.971428571428571 0.789285714285714 0.823214285714286 0.744642857142857
"7" 0.894642857142857 0.817857142857143 0.8 0.748214285714286
"8" 0.960714285714286 0.823214285714286 0.817857142857143 0.75
"9" 0.944642857142857 0.808928571428571 0.783928571428571 0.757142857142857
"10" 0.946428571428571 0.794642857142857 0.826785714285714 0.760714285714286
"11" 0.921428571428571 0.789285714285714 0.814285714285714 0.732142857142857
"12" 0.944642857142857 0.825 0.782142857142857 0.771428571428571
"13" 0.958928571428571 0.796428571428571 0.792857142857143 0.726785714285714
"14" 0.914285714285714 0.776785714285714 0.798214285714286 0.7375
"15" 0.980357142857143 0.808928571428571 0.757142857142857 0.75
"16" 0.955357142857143 0.8 0.767857142857143 0.775
"17" 0.957142857142857 0.803571428571429 0.814285714285714 0.735714285714286
"18" 0.935714285714286 0.792857142857143 0.783928571428571 0.739285714285714
"19" 0.951785714285714 0.783928571428571 0.75 0.744642857142857
"20" 0.908928571428571 0.792857142857143 0.783928571428571 0.733928571428571
"21" 0.953571428571429 0.782142857142857 0.8 0.742857142857143
"22" 0.978571428571429 0.789285714285714 0.751785714285714 0.746428571428571
"23" 0.944642857142857 0.8125 0.808928571428571 0.775
"24" 0.95 0.796428571428571 0.757142857142857 0.735714285714286
"25" 0.941071428571429 0.796428571428571 0.814285714285714 0.75
"26" 0.935714285714286 0.776785714285714 0.755357142857143 0.719642857142857
"27" 0.9625 0.780357142857143 0.769642857142857 0.741071428571429
"28" 0.951785714285714 0.791071428571429 0.7875 0.739285714285714
"29" 0.942857142857143 0.782142857142857 0.791071428571429 0.735714285714286
"30" 0.972162740899358 0.800856531049251 0.759100642398287 0.744111349036403
