"precision.svm" "precision.svm1" "precision.knn" "precision.knn1"
"1" 0.977872947894361 0.783012134189864 0.7994289793005 0.720199857244825
"2" 0.974304068522484 0.788722341184868 0.788722341184868 0.747323340471092
"3" 0.982869379014989 0.7994289793005 0.749464668094218 0.735902926481085
"4" 0.96716630977873 0.797287651677373 0.798001427551749 0.741613133476088
"5" 0.985010706638116 0.803711634546752 0.750892219842969 0.749464668094218
"6" 0.991434689507495 0.800856531049251 0.749464668094218 0.758743754461099
"7" 0.975731620271235 0.806566738044254 0.788008565310492 0.74446823697359
"8" 0.994289793004996 0.801570306923626 0.749464668094218 0.751605995717345
"9" 0.970735189150607 0.805139186295503 0.804425410421128 0.740899357601713
"10" 0.96859386152748 0.787294789436117 0.801570306923626 0.742326909350464
"11" 0.993576 0.7922912 0.7494647 0.7494647
"12" 0.990720913633119 0.798001427551749 0.750178443968594 0.751605995717345
"13" 0.972876516773733 0.788008565310492 0.787294789436117 0.751605995717345
"14" 0.987865810135617 0.792291220556745 0.792291220556745 0.71948608137045
"15" 0.970735189150607 0.79157744468237 0.793004996431121 0.751605995717345
